0030-0801-0043;0030-0801;c;80143;True;;30-801-43;30-801;Rozdział 80143;Jednostki pomocnicze szkolnictwa;13;0;27;5274;374;0;0;1539;7214
0030-0801-0045;0030-0801;c;80145;True;;30-801-45;30-801;Rozdział 80145;Komisje egzaminacyjne;14;0;65;186172;1698;0;0;7083;195018
0030-0801-0046;0030-0801;c;80146;True;;30-801-46;30-801;Rozdział 80146;Dokształcanie i doskonalenie nauczycieli;15;0;98;26451;595;0;0;6345;33489
0030-0801-0095;0030-0801;c;80195;True;;30-801-95;30-801;Rozdział 80195;Pozostała działalność;16;21335;5051;22504;0;0;0;24591;73481
0030-0854;0030;b;854;False;;30-854;30;Dział 854;Edukacyjna opieka wychowawcza;17;1800;960;120;0;0;0;0;2880
0030-0854-0012;0030-0854;c;85412;True;;30-854-12;30-854;Rozdział 85412;Kolonie i obozy oraz inne formy wypoczynku dzieci i młodzieży szkolnej, a także szkolenia młodzieży;18;1200;0;120;0;0;0;0;1320
0030-0854-0013;0030-0854;c;85413;True;;30-854-13;30-854;Rozdział 85413;Kolonie i obozy dla młodzieży polonijnej w kraju;19;600;0;0;0;0;0;0;600
0030-0854-0015;0030-0854;c;85415;True;;30-854-15;30-854;Rozdział 85415;Pomoc materialna dla uczniów;20;0;960;0;0;0;0;0;960
0030-0921;0030;b;921;False;;30-921;30;Dział 921;Kultura i ochrona dziedzictwa narodowego;21;8250;0;0;0;0;0;0;8250
0030-0921-0014;0030-0921;c;92114;True;;30-921-14;30-921;Rozdział 92114;Pozostałe instytucje kultury;22;8250;0;0;0;0;0;0;8250
0031;;a;31;False;;31;;Część 31;PRACA;1;0;293;251437;6897;0;0;106868;365495
0031-0150;0031;b;150;False;;31-150;31;Dział 150;Przetwórstwo przemysłowe;2;0;42;3327;0;0;0;63265;66634
0031-0150-0001;0031-0150;c;15001;True;;31-150-01;31-150;Rozdział 15001;Drukarnie;3;0;42;3327;0;0;0;0;3369
0031-0150-0011;0031-0150;c;15011;True;;31-150-11;31-150;Rozdział 15011;Rozwój przedsiębiorczości;4;0;0;0;0;0;0;10212;10212
0031-0150-0012;0031-0150;c;15012;True;;31-150-12;31-150;Rozdział 15012;Polska Agencja Rozwoju Przedsiębiorczości;5;0;0;0;0;0;0;53053;53053
0031-0750;0031;b;750;False;;31-750;31;Dział 750;Administracja publiczna;6;0;101;79541;3647;0;0;39400;122689
0031-0750-0001;0031-0750;c;75001;True;;31-750-01;31-750;Rozdział 75001;Urzędy naczelnych i centralnych organów administracji rządowej;7;0;30;45694;3435;0;0;12899;62058
0031-0750-0071;0031-0750;c;75071;True;;31-750-71;31-750;Rozdział 75071;Centrum Rozwoju Zasobów Ludzkich;8;0;24;6322;72;0;0;26501;32919
0031-0750-0072;0031-0750;c;75072;True;;31-750-72;31-750;Rozdział 75072;Centrum Partnerstwa Społecznego „Dialog”;9;0;2;2094;140;0;0;0;2236
0031-0750-0076;0031-0750;c;75076;True;;31-750-76;31-750;Rozdział 75076;Przygotowanie i sprawowanie przewodnictwa w Radzie Unii Europejskiej;10;0;0;883;0;0;0;0;883
0031-0750-0095;0031-0750;c;75095;True;;31-750-95;31-750;Rozdział 75095;Pozostała działalność;11;0;45;24548;0;0;0;0;24593
0031-0752;0031;b;752;False;;31-752;31;Dział 752;Obrona narodowa;12;0;0;15;0;0;0;0;15
0031-0752-0012;0031-0752;c;75212;True;;31-752-12;31-752;Rozdział 75212;Pozostałe wydatki obronne;13;0;0;15;0;0;0;0;15
0031-0853;0031;b;853;False;;31-853;31;Dział 853;Pozostałe zadania w zakresie polityki społecznej;14;0;150;166941;3250;0;0;4203;174544
0031-0853-0036;0031-0853;c;85336;True;;31-853-36;31-853;Rozdział 85336;Ochotnicze Hufce Pracy;15;0;150;166941;3250;0;0;4203;174544
0031-0921;0031;b;921;False;;31-921;31;Dział 921;Kultura i ochrona dziedzictwa narodowego;16;0;0;1613;0;0;0;0;1613
0031-0921-0016;0031-0921;c;92116;True;;31-921-16;31-921;Rozdział 92116;Biblioteki;17;0;0;1613;0;0;0;0;1613
0032;;a;32;False;;32;;Część 32;ROLNICTWO;1;390291;4542;281845;12792;0;0;58701;748171
0032-0010;0032;b;10;False;;32-010;32;Dział 010;Rolnictwo i łowiectwo;2;340278;152;80215;1379;0;0;25;422049
0032-0010-0011;0032-0010;c;1011;True;;32-010-11;32-010;Rozdział 01011;Krajowa Stacja Chemiczno-Rolnicza;3;0;53;36531;150;0;0;0;36734
0032-0010-0013;0032-0010;c;1013;True;;32-010-13;32-010;Rozdział 01013;Centralny Ośrodek Badania Odmian Roślin Uprawnych;4;28119;0;0;0;0;0;0;28119
0032-0010-0015;0032-0010;c;1015;True;;32-010-15;32-010;Rozdział 01015;Postęp biologiczny w produkcji roślinnej;5;18594;0;0;0;0;0;0;18594
0032-0010-0017;0032-0010;c;1017;True;;32-010-17;32-010;Rozdział 01017;Ochrona roślin;6;2521;0;0;0;0;0;0;2521
0032-0010-0018;0032-0010;c;1018;True;;32-010-18;32-010;Rozdział 01018;Rolnictwo ekologiczne;7;5220;0;0;0;0;0;0;5220
0032-0010-0019;0032-0010;c;1019;True;;32-010-19;32-010;Rozdział 01019;Krajowe Centrum Hodowli Zwierząt;8;0;40;9765;0;0;0;0;9805
0032-0010-0020;0032-0010;c;1020;True;;32-010-20;32-010;Rozdział 01020;Postęp biologiczny w produkcji zwierzęcej;9;98195;0;0;0;0;0;0;98195
0032-0010-0021;0032-0010;c;1021;True;;32-010-21;32-010;Rozdział 01021;Główny Inspektorat Weterynarii;10;0;0;10482;0;0;0;0;10482
0032-0010-0026;0032-0010;c;1026;True;;32-010-26;32-010;Rozdział 01026;Dopłaty do ubezpieczeń upraw rolnych i zwierząt gospodarskich;11;100000;0;0;0;0;0;0;100000
0032-0010-0032;0032-0010;c;1032;True;;32-010-32;32-010;Rozdział 01032;Inspekcja Ochrony Roślin i Nasiennictwa;12;0;8;10246;0;0;0;0;10254
0032-0010-0035;0032-0010;c;1035;True;;32-010-35;32-010;Rozdział 01035;Graniczne inspektoraty weterynarii;13;0;11;9384;15;0;0;0;9410
0032-0010-0095;0032-0010;c;1095;True;;32-010-95;32-010;Rozdział 01095;Pozostała działalność;14;87629;40;3807;1214;0;0;25;92715
0032-0730;0032;b;730;False;;32-730;32;Dział 730;Nauka;15;44000;0;0;0;0;0;0;44000
0032-0730-0095;0032-0730;c;73095;True;;32-730-95;32-730;Rozdział 73095;Pozostała działalność;16;44000;0;0;0;0;0;0;44000
0032-0750;0032;b;750;False;;32-750;32;Dział 750;Administracja publiczna;17;0;97;56063;5787;0;0;53309;115256
0032-0750-0001;0032-0750;c;75001;True;;32-750-01;32-750;Rozdział 75001;Urzędy naczelnych i centralnych organów administracji rządowej;18;0;97;52188;5787;0;0;53309;111381
0032-0750-0076;0032-0750;c;75076;True;;32-750-76;32-750;Rozdział 75076;Przygotowanie i sprawowanie przewodnictwa w Radzie Unii Europejskiej;19;0;0;3875;0;0;0;0;3875
0032-0752;0032;b;752;False;;32-752;32;Dział 752;Obrona narodowa;20;0;0;35;0;0;0;0;35
0032-0752-0012;0032-0752;c;75212;True;;32-752-12;32-752;Rozdział 75212;Pozostałe wydatki obronne;21;0;0;35;0;0;0;0;35
0032-0801;0032;b;801;False;;32-801;32;Dział 801;Oświata i wychowanie;22;620;3908;126744;5626;0;0;5218;142116
0032-0801-0030;0032-0801;c;80130;True;;32-801-30;32-801;Rozdział 80130;Szkoły zawodowe;23;0;3903;125322;5626;0;0;5094;139945
0032-0801-0046;0032-0801;c;80146;True;;32-801-46;32-801;Rozdział 80146;Dokształcanie i doskonalenie nauczycieli;24;0;5;1422;0;0;0;124;1551
0032-0801-0095;0032-0801;c;80195;True;;32-801-95;32-801;Rozdział 80195;Pozostała działalność;25;620;0;0;0;0;0;0;620
0032-0854;0032;b;854;False;;32-854;32;Dział 854;Edukacyjna opieka wychowawcza;26;0;385;18788;0;0;0;149;19322
0032-0854-0010;0032-0854;c;85410;True;;32-854-10;32-854;Rozdział 85410;Internaty i bursy szkolne;27;0;385;18788;0;0;0;149;19322
0032-0921;0032;b;921;False;;32-921;32;Dział 921;Kultura i ochrona dziedzictwa narodowego;28;5393;0;0;0;0;0;0;5393
0032-0921-0016;0032-0921;c;92116;True;;32-921-16;32-921;Rozdział 92116;Biblioteki;29;3905;0;0;0;0;0;0;3905
0032-0921-0018;0032-0921;c;92118;True;;32-921-18;32-921;Rozdział 92118;Muzea;30;1488;0;0;0;0;0;0;1488
0033;;a;33;False;;33;;Część 33;ROZWÓJ WSI;1;1887470;45;14032;197700;0;0;3056430;5155677
0033-0010;0033;b;10;False;;33-010;33;Dział 010;Rolnictwo i łowiectwo;2;1887432;10;734;197700;0;0;3056430;5142306
0033-0010-0001;0033-0010;c;1001;True;;33-010-01;33-010;Rozdział 01001;Centrum Doradztwa Rolniczego;3;11433;0;0;700;0;0;0;12133
0033-0010-0027;0033-0010;c;1027;True;;33-010-27;33-010;Rozdział 01027;Agencja Restrukturyzacji  i Modernizacji Rolnictwa;4;1875999;0;0;197000;0;0;3056430;5129429
0033-0010-0095;0033-0010;c;1095;True;;33-010-95;33-010;Rozdział 01095;Pozostała działalność;5;0;10;734;0;0;0;0;744
0033-0750;0033;b;750;False;;33-750;33;Dział 750;Administracja publiczna;6;38;35;13288;0;0;0;0;13361
0033-0750-0001;0033-0750;c;75001;True;;33-750-01;33-750;Rozdział 75001;Urzędy naczelnych i centralnych organów administracji rządowej;7;0;35;13091;0;0;0;0;13126
0033-0750-0076;0033-0750;c;75076;True;;33-750-76;33-750;Rozdział 75076;Przygotowanie i sprawowanie przewodnictwa w Radzie Unii Europejskiej;8;38;0;197;0;0;0;0;235
0033-0752;0033;b;752;False;;33-752;33;Dział 752;Obrona narodowa;9;0;0;10;0;0;0;0;10
0033-0752-0012;0033-0752;c;75212;True;;33-752-12;33-752;Rozdział 75212;Pozostałe wydatki obronne;10;0;0;10;0;0;0;0;10
0034;;a;34;False;;34;;Część 34;ROZWÓJ REGIONALNY;1;0;435;34837;2314;0;0;1458949;1496535
0034-0150;0034;b;150;False;;34-150;34;Dział 150;Przetwórstwo przemysłowe;2;0;0;0;0;0;0;51198;51198
0034-0150-0012;0034-0150;c;15012;True;;34-150-12;34-150;Rozdział 15012;Polska Agencja Rozwoju Przedsiębiorczości;3;0;0;0;0;0;0;38144;38144
0034-0150-0095;0034-0150;c;15095;True;;34-150-95;34-150;Rozdział 15095;Pozostała działalność;4;0;0;0;0;0;0;13054;13054
0034-0750;0034;b;750;False;;34-750;34;Dział 750;Administracja publiczna;5;0;435;34829;2314;0;0;399960;437538
0034-0750-0001;0034-0750;c;75001;True;;34-750-01;34-750;Rozdział 75001;Urzędy naczelnych i centralnych organów administracji rządowej;6;0;170;31626;2314;0;0;242556;276666
0034-0750-0018;0034-0750;c;75018;True;;34-750-18;34-750;Rozdział 75018;Urzędy marszałkowskie;7;0;0;0;0;0;0;101090;101090
0034-0750-0057;0034-0750;c;75057;True;;34-750-57;34-750;Rozdział 75057;Placówki zagraniczne;8;0;256;568;0;0;0;0;824
0034-0750-0076;0034-0750;c;75076;True;;34-750-76;34-750;Rozdział 75076;Przygotowanie i sprawowanie przewodnictwa w Radzie Unii Europejskiej;9;0;0;1295;0;0;0;0;1295
0034-0750-0095;0034-0750;c;75095;True;;34-750-95;34-750;Rozdział 75095;Pozostała działalność;10;0;9;1340;0;0;0;56314;57663
0034-0752;0034;b;752;False;;34-752;34;Dział 752;Obrona narodowa;11;0;0;8;0;0;0;0;8
0034-0752-0012;0034-0752;c;75212;True;;34-752-12;34-752;Rozdział 75212;Pozostałe wydatki obronne;12;0;0;8;0;0;0;0;8
0034-0755;0034;b;755;False;;34-755;34;Dział 755;Wymiar sprawiedliwości;13;0;0;0;0;0;0;337;337
0034-0755-0014;0034-0755;c;75514;True;;34-755-14;34-755;Rozdział 75514;Krajowa Szkoła Sądownictwa i Prokuratury;14;0;0;0;0;0;0;337;337
0034-0758;0034;b;758;False;;34-758;34;Dział 758;Różne rozliczenia;15;0;0;0;0;0;0;909534;909534
0034-0758-0061;0034-0758;c;75861;True;;34-758-61;34-758;Rozdział 75861;Regionalne Programy Operacyjne 2007-2013;16;0;0;0;0;0;0;632235;632235
0034-0758-0062;0034-0758;c;75862;True;;34-758-62;34-758;Rozdział 75862;Program Operacyjny Kapitał Ludzki;17;0;0;0;0;0;0;277299;277299
0034-0852;0034;b;852;False;;34-852;34;Dział 852;Pomoc społeczna;18;0;0;0;0;0;0;2299;2299
0034-0852-0017;0034-0852;c;85217;True;;34-852-17;34-852;Rozdział 85217;Regionalne ośrodki polityki społecznej;19;0;0;0;0;0;0;2299;2299
0034-0853;0034;b;853;False;;34-853;34;Dział 853;Pozostałe zadania w zakresie polityki społecznej;20;0;0;0;0;0;0;95621;95621
0034-0853-0032;0034-0853;c;85332;True;;34-853-32;34-853;Rozdział 85332;Wojewódzkie urzędy pracy;21;0;0;0;0;0;0;95621;95621
0035;;a;35;False;;35;;Część 35;RYNKI ROLNE;1;309482;122;26979;10220;0;0;177526;524329
0035-0010;0035;b;10;False;;35-010;35;Dział 010;Rolnictwo i łowiectwo;2;0;120;19884;120;0;0;0;20124
0035-0010-0023;0035-0010;c;1023;True;;35-010-23;35-010;Rozdział 01023;Inspekcja Jakości Handlowej Artykułów Rolno-Spożywczych;3;0;110;16930;120;0;0;0;17160
0035-0010-0095;0035-0010;c;1095;True;;35-010-95;35-010;Rozdział 01095;Pozostała działalność;4;0;10;2954;0;0;0;0;2964
0035-0500;0035;b;500;False;;35-500;35;Dział 500;Handel;5;309186;0;0;10100;0;0;177526;496812
0035-0500-0002;0035-0500;c;50002;True;;35-500-02;35-500;Rozdział 50002;Agencja Rynku Rolnego;6;309186;0;0;10100;0;0;177526;496812
0035-0750;0035;b;750;False;;35-750;35;Dział 750;Administracja publiczna;7;296;2;7085;0;0;0;0;7383
0035-0750-0001;0035-0750;c;75001;True;;35-750-01;35-750;Rozdział 75001;Urzędy naczelnych i centralnych organów administracji rządowej;8;0;2;6962;0;0;0;0;6964
0035-0750-0076;0035-0750;c;75076;True;;35-750-76;35-750;Rozdział 75076;Przygotowanie i sprawowanie przewodnictwa w Radzie Unii Europejskiej;9;296;0;123;0;0;0;0;419
0035-0752;0035;b;752;False;;35-752;35;Dział 752;Obrona narodowa;10;0;0;10;0;0;0;0;10
0035-0752-0012;0035-0752;c;75212;True;;35-752-12;35-752;Rozdział 75212;Pozostałe wydatki obronne;11;0;0;10;0;0;0;0;10
0036;;a;36;False;;36;;Część 36;SKARB PAŃSTWA;1;9514;121;67012;6250;0;0;0;82897
0036-0150;0036;b;150;False;;36-150;36;Dział 150;Przetwórstwo przemysłowe;2;7014;0;0;865;0;0;0;7879
0036-0150-0095;0036-0150;c;15095;True;;36-150-95;36-150;Rozdział 15095;Pozostała działalność;3;7014;0;0;865;0;0;0;7879
0036-0750;0036;b;750;False;;36-750;36;Dział 750;Administracja publiczna;4;0;121;65677;5385;0;0;0;71183
0036-0750-0001;0036-0750;c;75001;True;;36-750-01;36-750;Rozdział 75001;Urzędy naczelnych i centralnych organów administracji rządowej;5;0;121;65426;5385;0;0;0;70932
0036-0750-0076;0036-0750;c;75076;True;;36-750-76;36-750;Rozdział 75076;Przygotowanie i sprawowanie przewodnictwa w Radzie Unii Europejskiej;6;0;0;251;0;0;0;0;251
0036-0752;0036;b;752;False;;36-752;36;Dział 752;Obrona narodowa;7;0;0;335;0;0;0;0;335
0036-0752-0012;0036-0752;c;75212;True;;36-752-12;36-752;Rozdział 75212;Pozostałe wydatki obronne;8;0;0;335;0;0;0;0;335
0036-0758;0036;b;758;False;;36-758;36;Dział 758;Różne rozliczenia;9;0;0;1000;0;0;0;0;1000
0036-0758-0020;0036-0758;c;75820;True;;36-758-20;36-758;Rozdział 75820;Prywatyzacja;10;0;0;1000;0;0;0;0;1000
0036-0921;0036;b;921;False;;36-921;36;Dział 921;Kultura i ochrona dziedzictwa narodowego;11;2500;0;0;0;0;0;0;2500
0036-0921-0015;0036-0921;c;92115;True;;36-921-15;36-921;Rozdział 92115;Polska Agencja Prasowa;12;2500;0;0;0;0;0;0;2500
0037;;a;37;False;;37;;Część 37;SPRAWIEDLIWOŚĆ;1;40310;1170739;2541196;109904;0;0;8338;3870487
0037-0750;0037;b;750;False;;37-750;37;Dział 750;Administracja publiczna;2;0;0;62579;0;0;0;643;63222
0037-0750-0001;0037-0750;c;75001;True;;37-750-01;37-750;Rozdział 75001;Urzędy naczelnych i centralnych organów administracji rządowej;3;0;0;60781;0;0;0;643;61424
0037-0750-0076;0037-0750;c;75076;True;;37-750-76;37-750;Rozdział 75076;Przygotowanie i sprawowanie przewodnictwa w Radzie Unii Europejskiej;4;0;0;1798;0;0;0;0;1798
0037-0752;0037;b;752;False;;37-752;37;Dział 752;Obrona narodowa;5;0;0;309;0;0;0;0;309
0037-0752-0012;0037-0752;c;75212;True;;37-752-12;37-752;Rozdział 75212;Pozostałe wydatki obronne;6;0;0;309;0;0;0;0;309
0037-0753;0037;b;753;False;;37-753;37;Dział 753;Obowiązkowe ubezpieczenia społeczne;7;0;1044676;7040;0;0;0;0;1051716
0037-0753-0001;0037-0753;c;75301;True;;37-753-01;37-753;Rozdział 75301;Świadczenia pieniężne z zaopatrzenia emerytalnego;8;0;1038600;7040;0;0;0;0;1045640
0037-0753-0012;0037-0753;c;75312;True;;37-753-12;37-753;Rozdział 75312;Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne;9;0;6076;0;0;0;0;0;6076
0037-0755;0037;b;755;False;;37-755;37;Dział 755;Wymiar sprawiedliwości;10;40310;124401;2348614;109904;0;0;7673;2630902
0037-0755-0001;0037-0755;c;75501;True;;37-755-01;37-755;Rozdział 75501;Centralne administracyjne  jednostki wymiaru sprawiedliwości  i prokuratury;11;0;35;77783;18154;0;0;4488;100460
0037-0755-0007;0037-0755;c;75507;True;;37-755-07;37-755;Rozdział 75507;Instytuty naukowe resortu sprawiedliwości;12;0;31;17270;650;0;0;0;17951
0037-0755-0012;0037-0755;c;75512;True;;37-755-12;37-755;Rozdział 75512;Więziennictwo;13;0;122655;2168248;80000;0;0;2364;2373267
0037-0755-0013;0037-0755;c;75513;True;;37-755-13;37-755;Rozdział 75513;Zakłady dla nieletnich;14;0;1680;85313;11100;0;0;821;98914
0037-0755-0014;0037-0755;c;75514;True;;37-755-14;37-755;Rozdział 75514;Krajowa Szkoła Sądownictwa i Prokuratury;15;40310;0;0;0;0;0;0;40310
0037-0801;0037;b;801;False;;37-801;37;Dział 801;Oświata i wychowanie;16;0;1662;121458;0;0;0;22;123142
0037-0801-0044;0037-0801;c;80144;True;;37-801-44;37-801;Rozdział 80144;Inne formy kształcenia osobno niewymienione;17;0;1662;121458;0;0;0;22;123142
0037-0851;0037;b;851;False;;37-851;37;Dział 851;Ochrona zdrowia;18;0;0;1196;0;0;0;0;1196
0037-0851-0056;0037-0851;c;85156;True;;37-851-56;37-851;Rozdział 85156;Składki na ubezpieczenie zdrowotne oraz świadczenia dla osób nieobjętych obowiązkiem ubezpieczenia zdrowotnego;19;0;0;1196;0;0;0;0;1196
0038;;a;38;False;;38;;Część 38;SZKOLNICTWO  WYśSZE;1;8894344;134143;47008;410349;0;0;109143;9594987
0038-0150;0038;b;150;False;;38-150;38;Dział 150;Przetwórstwo przemysłowe;2;8605;0;0;0;0;0;0;8605
0038-0150-0002;0038-0150;c;15002;True;;38-150-02;38-150;Rozdział 15002;Wydawanie podręczników szkolnych i akademickich;3;8605;0;0;0;0;0;0;8605
0038-0750;0038;b;750;False;;38-750;38;Dział 750;Administracja publiczna;4;0;10;10986;760;0;0;7424;19180
0038-0750-0001;0038-0750;c;75001;True;;38-750-01;38-750;Rozdział 75001;Urzędy naczelnych i centralnych organów administracji rządowej;5;0;10;10723;760;0;0;7424;18917
0038-0750-0076;0038-0750;c;75076;True;;38-750-76;38-750;Rozdział 75076;Przygotowanie i sprawowanie przewodnictwa w Radzie Unii Europejskiej;6;0;0;263;0;0;0;0;263
0038-0752;0038;b;752;False;;38-752;38;Dział 752;Obrona narodowa;7;0;0;24;0;0;0;0;24
0038-0752-0012;0038-0752;c;75212;True;;38-752-12;38-752;Rozdział 75212;Pozostałe wydatki obronne;8;0;0;24;0;0;0;0;24
0038-0803;0038;b;803;False;;38-803;38;Dział 803;Szkolnictwo wyższe;9;8885739;134133;25867;409589;0;0;101719;9557047
0038-0803-0006;0038-0803;c;80306;True;;38-803-06;38-803;Rozdział 80306;Działalność dydaktyczna;10;7423620;3685;0;357357;0;0;56744;7841406
0038-0803-0007;0038-0803;c;80307;True;;38-803-07;38-803;Rozdział 80307;Jednostki pomocnicze szkolnictwa wyższego;11;0;15;3010;0;0;0;0;3025
0038-0803-0009;0038-0803;c;80309;True;;38-803-09;38-803;Rozdział 80309;Pomoc materialna dla studentów i doktorantów;12;1453324;14782;0;52162;0;0;0;1520268
0038-0803-0010;0038-0803;c;80310;True;;38-803-10;38-803;Rozdział 80310;Fundusz Pożyczek i Kredytów Studenckich;13;0;87300;0;0;0;0;0;87300
0038-0803-0095;0038-0803;c;80395;True;;38-803-95;38-803;Rozdział 80395;Pozostała działalność;14;8795;28351;22857;70;0;0;44975;105048
0038-0851;0038;b;851;False;;38-851;38;Dział 851;Ochrona zdrowia;15;0;0;10131;0;0;0;0;10131
0038-0851-0056;0038-0851;c;85156;True;;38-851-56;38-851;Rozdział 85156;Składki na ubezpieczenie zdrowotne oraz świadczenia dla osób nieobjętych obowiązkiem ubezpieczenia zdrowotnego;16;0;0;10131;0;0;0;0;10131
0039;;a;39;False;;39;;Część 39;TRANSPORT;1;1638151;4559;2404084;1521929;0;0;308043;5876766
0039-0600;0039;b;600;False;;39-600;39;Dział 600;Transport i łączność;2;1628178;4534;2345015;1502212;0;0;254417;5734356
0039-0600-0001;0039-0600;c;60001;True;;39-600-01;39-600;Rozdział 60001;Krajowe pasażerskie przewozy kolejowe;3;620000;0;0;0;0;0;0;620000
0039-0600-0002;0039-0600;c;60002;True;;39-600-02;39-600;Rozdział 60002;Infrastruktura kolejowa;4;1000000;0;0;905257;0;0;106610;2011867
0039-0600-0004;0039-0600;c;60004;True;;39-600-04;39-600;Rozdział 60004;Lokalny transport zbiorowy;5;0;0;0;0;0;0;7566;7566
0039-0600-0005;0039-0600;c;60005;True;;39-600-05;39-600;Rozdział 60005;Autostrady płatne;6;0;0;117542;68431;0;0;846;186819
0039-0600-0011;0039-0600;c;60011;True;;39-600-11;39-600;Rozdział 60011;Drogi publiczne krajowe;7;0;0;1661166;479399;0;0;48388;2188953
0039-0600-0012;0039-0600;c;60012;True;;39-600-12;39-600;Rozdział 60012;Generalna Dyrekcja Dróg Krajowych i Autostrad;8;0;4336;489745;37347;0;0;87224;618652
0039-0600-0041;0039-0600;c;60041;True;;39-600-41;39-600;Rozdział 60041;Infrastruktura portowa;9;0;0;0;0;0;0;172;172
0039-0600-0042;0039-0600;c;60042;True;;39-600-42;39-600;Rozdział 60042;Urzędy żeglugi śródlądowej ;10;0;70;5313;5308;0;0;0;10691
0039-0600-0055;0039-0600;c;60055;True;;39-600-55;39-600;Rozdział 60055;Inspekcja Transportu Drogowego;11;0;78;17765;2101;0;0;0;19944
0039-0600-0056;0039-0600;c;60056;True;;39-600-56;39-600;Rozdział 60056;Urząd Lotnictwa Cywilnego;12;0;50;48945;4369;0;0;0;53364
0039-0600-0061;0039-0600;c;60061;True;;39-600-61;39-600;Rozdział 60061;Polska Agencja śeglugi Powietrznej;13;8178;0;0;0;0;0;0;8178
0039-0600-0095;0039-0600;c;60095;True;;39-600-95;39-600;Rozdział 60095;Pozostała działalność;14;0;0;4539;0;0;0;3611;8150
0039-0750;0039;b;750;False;;39-750;39;Dział 750;Administracja publiczna;15;0;25;51533;5617;0;0;53626;110801
0039-0750-0001;0039-0750;c;75001;True;;39-750-01;39-750;Rozdział 75001;Urzędy naczelnych i centralnych organów administracji rządowej;16;0;25;48155;5617;0;0;53626;107423
0039-0750-0057;0039-0750;c;75057;True;;39-750-57;39-750;Rozdział 75057;Placówki zagraniczne;17;0;0;2000;0;0;0;0;2000
0039-0750-0076;0039-0750;c;75076;True;;39-750-76;39-750;Rozdział 75076;Przygotowanie i sprawowanie przewodnictwa w Radzie Unii Europejskiej;18;0;0;1378;0;0;0;0;1378
0039-0752;0039;b;752;False;;39-752;39;Dział 752;Obrona narodowa;19;0;0;7536;14100;0;0;0;21636
0039-0752-0012;0039-0752;c;75212;True;;39-752-12;39-752;Rozdział 75212;Pozostałe wydatki obronne;20;0;0;7536;14100;0;0;0;21636
0039-0803;0039;b;803;False;;39-803;39;Dział 803;Szkolnictwo wyższe;21;9973;0;0;0;0;0;0;9973
0039-0803-0006;0039-0803;c;80306;True;;39-803-06;39-803;Rozdział 80306;Działalność dydaktyczna;22;9973;0;0;0;0;0;0;9973
0040;;a;40;False;;40;;Część 40;TURYSTYKA;1;39900;25;8218;170;0;0;0;48313
0040-0630;0040;b;630;False;;40-630;40;Dział 630;Turystyka;2;39900;23;3265;0;0;0;0;43188
0040-0630-0002;0040-0630;c;63002;True;;40-630-02;40-630;Rozdział 63002;Polska Organizacja Turystyczna;3;38100;0;0;0;0;0;0;38100
0040-0630-0003;0040-0630;c;63003;True;;40-630-03;40-630;Rozdział 63003;Zadania w zakresie upowszechniania  turystyki;4;1800;0;0;0;0;0;0;1800
0040-0630-0095;0040-0630;c;63095;True;;40-630-95;40-630;Rozdział 63095;Pozostała działalność;5;0;23;3265;0;0;0;0;3288
0040-0750;0040;b;750;False;;40-750;40;Dział 750;Administracja publiczna;6;0;2;4943;170;0;0;0;5115
0040-0750-0001;0040-0750;c;75001;True;;40-750-01;40-750;Rozdział 75001;Urzędy naczelnych i centralnych organów administracji rządowej;7;0;2;4281;170;0;0;0;4453
0040-0750-0076;0040-0750;c;75076;True;;40-750-76;40-750;Rozdział 75076;Przygotowanie i sprawowanie przewodnictwa w Radzie Unii Europejskiej;8;0;0;662;0;0;0;0;662
0040-0752;0040;b;752;False;;40-752;40;Dział 752;Obrona narodowa;9;0;0;10;0;0;0;0;10
0040-0752-0012;0040-0752;c;75212;True;;40-752-12;40-752;Rozdział 75212;Pozostałe wydatki obronne;10;0;0;10;0;0;0;0;10
0041;;a;41;False;;41;;Część 41;ŚRODOWISKO;1;4220;3610;287548;3913;0;0;180754;480045
0041-0020;0041;b;20;False;;41-020;41;Dział 020;Leśnictwo;2;4220;5;1242;183;0;0;3193;8843
0041-0020-0003;0041-0020;c;2003;True;;41-020-03;41-020;Rozdział 02003;Biuro Nasiennictwa Leśnego;3;0;5;1242;183;0;0;0;1430
0041-0020-0095;0041-0020;c;2095;True;;41-020-95;41-020;Rozdział 02095;Pozostała działalność;4;4220;0;0;0;0;0;3193;7413
0041-0710;0041;b;710;False;;41-710;41;Dział 710;Działalność usługowa;5;0;0;2818;0;0;0;0;2818
0041-0710-0005;0041-0710;c;71005;True;;41-710-05;41-710;Rozdział 71005;Prace geologiczne (nieinwestycyjne);6;0;0;960;0;0;0;0;960
0041-0710-0095;0041-0710;c;71095;True;;41-710-95;41-710;Rozdział 71095;Pozostała działalność;7;0;0;1858;0;0;0;0;1858
0041-0750;0041;b;750;False;;41-750;41;Dział 750;Administracja publiczna;8;0;22;52122;1000;0;0;9829;62973
0041-0750-0001;0041-0750;c;75001;True;;41-750-01;41-750;Rozdział 75001;Urzędy naczelnych i centralnych organów administracji rządowej;9;0;15;49814;1000;0;0;9829;60658
0041-0750-0076;0041-0750;c;75076;True;;41-750-76;41-750;Rozdział 75076;Przygotowanie i sprawowanie przewodnictwa w Radzie Unii Europejskiej;10;0;0;2208;0;0;0;0;2208
