"Grupa paragrafów";"Rodzaj finansowania wydatków";"Plan po zmianach";"Zaangażowanie";"Wykonanie wydatków";"Zobowiązania ogółem";"Zobowiązania wymagalne powstałe w latach ubiegłych";"Zobowiązania wymagalne powstałe w roku bieżącym";"Wydatki które nie wygasły z upływem bieżącego roku budżetowego"
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";3650830;3648370;3648370;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";271012;270878;270878;280397;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";622298;622277;622277;42588;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";82336;82318;82318;5591;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";28405;28405;28405;27;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";1440;1440;1440;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";430181;429290;429290;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";59721;57581;57581;221;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";177000;176804;176804;3478;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";122322;122000;122000;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";6050;6050;6050;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";269897;263210;263210;3402;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";11634;11634;11634;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";20506;20170;20170;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";29233;29233;29233;1274;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";5393;5392;5392;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";1084;1084;1084;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";22732;20485;20485;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";692;692;692;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";61874;61874;61874;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";157180;157180;157180;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";20152;20152;20152;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";935;935;935;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";181;181;181;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";26012;25975;25975;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";1;1;1;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";496;496;496;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";431;431;431;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";31663;31658;31658;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";49541;49541;49541;0;0;0;0
"Wydatki majątkowe";"Finansowanie ze środków własnych";42002;42002;42002;0;0;0;0
"Wydatki majątkowe";"Finansowanie ze środków własnych";320877;320527;320527;0;0;0;0
"";"";19321037;19274210;19274210;957048;0;0;0
"Świadczenia na rzecz osób fizycznych";"Finansowanie ze środków własnych";33986;33973;33973;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";482257;482070;482070;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";10442696;10442555;10442555;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";755775;755701;755701;812432;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";1754442;1754186;1754186;124052;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";253255;252947;252947;18255;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";31859;31829;31829;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";1001431;991603;991603;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";13555;10998;10998;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";228626;223274;223274;1599;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";345981;344657;344657;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";10963;10891;10891;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";306610;305477;305477;496;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";29551;29516;29516;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";65821;65032;65032;151;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";57861;55271;55271;63;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";1298;1295;1295;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";223583;221748;221748;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";63686;55374;55374;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";260;258;258;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";158298;156901;156901;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";287753;287744;287744;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";36668;36660;36660;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";5487;5486;5486;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";2375;2371;2371;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";64827;58956;58956;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";399;399;399;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";60;60;60;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";41673;41382;41382;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";125913;124416;124416;0;0;0;0
"Wydatki majątkowe";"Finansowanie ze środków własnych";1476000;1475920;1475920;0;0;0;0
"Wydatki majątkowe";"Finansowanie ze środków własnych";1018088;1015257;1015257;0;0;0;0
"";"";4276000;4276000;3474666;0;0;0;0
"Współfinansowanie projektów z udziałem środków Unii Europejskiej";"Finansowanie programów i projektów ze środków funduszy strukturalnych, Funduszu Spójności, Europejskiego Funduszu Rybackiego oraz z funduszy unijnych finansujących Wspólną Politykę Rolną, z wyłączeniem budżetu środków europejskich";3201000;3201000;2601036;0;0;0;0
"Współfinansowanie projektów z udziałem środków Unii Europejskiej";"Współfinansowanie programów i projektów realizowanych ze środków z funduszy strukturalnych, Funduszu Spójności, Europejskiego Funduszu Rybackiego oraz z funduszy unijnych finansujących Wspólną Politykę Rolną";1067000;1067000;867040;0;0;0;0
"Współfinansowanie projektów z udziałem środków Unii Europejskiej";"Finansowanie programów i projektów ze środków funduszy strukturalnych, Funduszu Spójności, Europejskiego Funduszu Rybackiego oraz z funduszy unijnych finansujących Wspólną Politykę Rolną, z wyłączeniem budżetu środków europejskich";6000;6000;4943;0;0;0;0
"Współfinansowanie projektów z udziałem środków Unii Europejskiej";"Współfinansowanie programów i projektów realizowanych ze środków z funduszy strukturalnych, Funduszu Spójności, Europejskiego Funduszu Rybackiego oraz z funduszy unijnych finansujących Wspólną Politykę Rolną";2000;2000;1648;0;0;0;0
"";"";74286668;74286668;74237169;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";1453292;1453292;1424063;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";60133600;60133600;60133463;0;0;0;0
"Wydatki majątkowe";"Finansowanie ze środków własnych";1245376;1245376;1225246;0;0;0;0
"Wydatki majątkowe";"Finansowanie ze środków własnych";5849360;5849360;5849359;0;0;0;0
"Współfinansowanie projektów z udziałem środków Unii Europejskiej";"Współfinansowanie programów i projektów realizowanych ze środków z funduszy strukturalnych, Funduszu Spójności, Europejskiego Funduszu Rybackiego oraz z funduszy unijnych finansujących Wspólną Politykę Rolną";5605040;5605040;5605039;0;0;0;0
"";"";16145922;16114092;16097250;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";16087418;16055589;16038750;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";242600;242599;242599;16400;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";17427;17427;17427;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";30293;30293;30290;0;0;0;0
"Świadczenia na rzecz osób fizycznych";"Finansowanie ze środków własnych";10657;10657;10657;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";127;127;127;0;0;0;0
"";"";1875000;1874993;1666523;77839;0;0;0
"";"";1452000;1451994;1451994;77839;0;0;0
"Świadczenia na rzecz osób fizycznych";"Finansowanie ze środków własnych";59216;59215;59215;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";904693;904693;904693;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";62307;62307;62307;65740;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";146892;146892;146892;10295;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";20466;20466;20466;1400;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";3600;3600;3600;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";88328;88328;88328;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";687;687;687;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";4829;4829;4829;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";4994;4994;4994;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";2092;2092;2092;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";15185;15184;15184;147;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";603;603;603;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";3711;3711;3711;238;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";3380;3380;3380;19;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";61184;61184;61184;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";6527;6527;6527;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";8417;8417;8417;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";26364;26364;26364;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";800;800;800;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";1087;1086;1086;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";11638;11638;11638;0;0;0;0
"Wydatki majątkowe";"Finansowanie ze środków własnych";15000;15000;15000;0;0;0;0
"";"";401000;401000;192531;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";18000;18000;2557;0;0;0;0
"Współfinansowanie projektów z udziałem środków Unii Europejskiej";"Finansowanie programów i projektów ze środków funduszy strukturalnych, Funduszu Spójności, Europejskiego Funduszu Rybackiego oraz z funduszy unijnych finansujących Wspólną Politykę Rolną, z wyłączeniem budżetu środków europejskich";218500;218500;99798;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";31410;31409;31409;1979;0;0;0
"Współfinansowanie projektów z udziałem środków Unii Europejskiej";"Współfinansowanie programów i projektów realizowanych ze środków z funduszy strukturalnych, Funduszu Spójności, Europejskiego Funduszu Rybackiego oraz z funduszy unijnych finansujących Wspólną Politykę Rolną";71500;71500;33266;0;0;0;0
"Wydatki majątkowe";"Finansowanie ze środków własnych";17000;17000;10262;0;0;0;0
"Współfinansowanie projektów z udziałem środków Unii Europejskiej";"Finansowanie programów i projektów ze środków funduszy strukturalnych, Funduszu Spójności, Europejskiego Funduszu Rybackiego oraz z funduszy unijnych finansujących Wspólną Politykę Rolną, z wyłączeniem budżetu środków europejskich";56000;56000;34986;0;0;0;0
"Współfinansowanie projektów z udziałem środków Unii Europejskiej";"Współfinansowanie programów i projektów realizowanych ze środków z funduszy strukturalnych, Funduszu Spójności, Europejskiego Funduszu Rybackiego oraz z funduszy unijnych finansujących Wspólną Politykę Rolną";20000;20000;11662;0;0;0;0
"";"";22000;21999;21999;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";8000;8000;8000;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";8000;8000;8000;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";1000;1000;1000;0;0;0;0
"Wydatki majątkowe";"Finansowanie ze środków własnych";5000;4999;4999;0;0;0;0
"";"";3634011;3634005;3634005;220384;0;0;0
"";"";3634011;3634005;3634005;220384;0;0;0
"Świadczenia na rzecz osób fizycznych";"Finansowanie ze środków własnych";18182;18182;18182;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";287221;287221;287221;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";2059859;2059859;2059859;1756;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";185943;185943;185943;184546;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";374517;374516;374516;28189;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";54469;54469;54469;3985;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";16640;16640;16640;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";98080;98080;98080;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";53791;53791;53791;1704;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";5714;5713;5713;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";890;890;890;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";70664;70664;70664;204;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";1391;1391;1391;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";4548;4548;4548;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";19572;19571;19571;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";19399;19398;19398;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";50064;50064;50064;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";21311;21311;21311;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";16360;16360;16360;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";79458;79458;79458;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";1063;1063;1063;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";6520;6520;6520;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";724;724;724;0;0;0;0
